Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Score
Сыр Брест-Литовск Монастырский 45% БЗМЖ 200г,4229724,шт,1.0,4.93,35274,179.99,200 г,200.0,25.5,24.7,0.0,324.3,8.33
Сыр Ламбер Сливочный 50% БЗМЖ 230г,3369648,шт,1.0,4.93,8496,319.99,230 г,230.0,23.7,30.0,0.0,365.0,8.33
Сыр Брест-Литовск Классический 45% БЗМЖ 200г,3672506,шт,1.0,4.92,15147,,200 г,200.0,26.3,26.1,0.0,340.1,8.0
Сыр Брест-Литовск сливочный 50% БЗМЖ 200г,3670270,шт,1.0,4.92,11515,239.99,200 г,200.0,22.5,29.5,0.0,355.5,8.0
Сыр Liebendorf Тильзитер 45% БЗМЖ,78004334,кг,0.3,4.91,18820,,Цена за 100 г,300.0,21.2,24.3,0.0,304.0,8.0
Сыр Liebendorf Маасдам полутвердый 45% БЗМЖ,78004335,кг,0.3,4.89,13898,,Цена за 100 г,300.0,25.0,25.0,0.0,330.0,8.0
Сыр Белебеевский Классический полутвердый 45% БЗМЖ 190г,4337954,шт,1.0,4.92,9043,,190 г,190.0,28.0,26.4,0.0,350.0,7.33
Сыр Ламбер полутвердый 50% БЗМЖ,78001656,кг,0.5,4.94,7996,123.9,Цена за 100 г,500.0,30.0,23.7,0.0,365.0,7.0
Сыр Брест-Литовск маасдам 45% БЗМЖ 200г,4046890,шт,1.0,4.92,7130,229.99,200 г,200.0,25.4,26.1,0.0,336.5,8.0
Сыр Natura Сливочный 45% БЗМЖ 200г,4280097,шт,1.0,4.91,4224,,200 г,200.0,25.0,26.0,0.0,340.0,8.0
Сыр Сыробогатов Швейцарский 45% БЗМЖ 180г,4288457,шт,1.0,4.82,3301,284.99,180 г,180.0,26.8,25.2,0.0,334.0,8.0
Сыр Тысяча Озер легкий 15% БЗМЖ 200г,4029240,шт,1.0,4.86,3145,249.99,200 г,200.0,26.0,14.0,0.0,230.0,8.0
Сыр полутвердый ЭкоНива Щучанский 50% БЗМЖ 200г,4165208,шт,1.0,4.91,4840,,200 г,200.0,23.0,29.0,0.0,353.0,7.67
Сыр Вкуснотеево Тильзитер премиум 45% БЗМЖ 200г,3605249,шт,1.0,4.91,4611,,200 г,200.0,25.5,25.0,0.0,329.0,7.67
Сыр Hochland Грюнландер полутвердый 50% БЗМЖ 400г,4089117,шт,1.0,4.92,2635,,400 г,400.0,23.7,30.0,0.0,365.0,8.0
Сыр Liebendorf Эдам полутвердый 45% БЗМЖ,78004336,кг,0.3,4.9,9997,,Цена за 100 г,300.0,24.2,25.2,0.0,320.0,8.0
Сыр Радость вкуса Топленочка 45% БЗМЖ 180г,4330914,шт,1.0,4.88,3315,,180 г,180.0,24.4,23.4,0.0,308.0,7.33
Сушка Зерница Челночок 250г,3262394,шт,1.0,4.87,4536,63.99,250 г,250.0,9.0,8.0,72.0,400.0,4.33
Яблоки фасованные,3016763,кг,1.2,4.91,88420,104.99,Цена за 1 кг,1200.0,0.4,0.4,9.8,47.0,8.0
Зелень Global Village Укроп и петрушка 100г,4265969,шт,1.0,4.88,5087,104.99,100 г,100.0,0.0,0.0,0.0,0.0,9.0
Майонез Я люблю готовить 67% 350мл,4312550,шт,1.0,4.92,3917,134.99,350 мл,350.0,0.8,67.0,2.5,616.0,6.67
Сыр Dolce Granto Пармезан тертый 40% БЗМЖ 150г,3433812,шт,1.0,4.9,2834,,150 г,150.0,30.0,28.0,0.0,372.0,7.67
Сыр Вкус & Польза Голландский 45% БЗМЖ,4362608,кг,0.2,4.79,1442,99.99,Цена за 100 г,200.0,26.8,25.2,0.0,334.0,8.0
Сыр La Paulina Гойя 40% БЗМЖ,3033907,кг,0.35,4.9,3935,269.9,Цена за 100 г,350.0,30.0,27.0,0.0,384.0,8.33
Пармезан Dolce Granto 40% БЗМЖ 200г,3666869,шт,1.0,4.85,1818,399.99,200 г,200.0,30.0,28.0,0.0,372.0,8.0
Сыр Laime Пармезан 40% БЗМЖ,4330503,кг,0.2,4.88,2642,,Цена за 100 г,200.0,33.0,25.0,0.0,357.0,8.33
Сыр Радость вкуса Топленочка с фенугреком 45% БЗМЖ 180г,4307613,шт,1.0,4.86,1501,,180 г,180.0,25.8,25.2,0.0,330.0,7.0
Сыр твердый ЭкоНива Dürr Classic 3 месяца выдержки 50% БЗМЖ 200г,4215324,шт,1.0,4.82,1013,299.99,200 г,200.0,23.0,31.0,0.0,371.0,7.67
Сыр Oldenburger с грецким орехом нарезка 45% БЗМЖ 125г,4352843,шт,1.0,4.9,1648,199.99,125 г,125.0,25.8,27.8,0.0,350.0,6.33
Сыр Истринская сыроварня Олега Сироты Губернаторский 50% БЗМЖ,4330326,кг,0.2,4.82,1068,163.9,Цена за 100 г,200.0,23.0,32.2,0.0,381.9,8.0
Сыр Excelsior Sardo 45% БЗМЖ 180г,4307616,шт,1.0,4.82,1018,,180 г,180.0,24.2,23.4,0.0,307.0,7.0
Сыр Endorf Tulyere твердый 50% БЗМЖ 200г,4161006,шт,1.0,4.87,718,,200 г,200.0,29.0,32.5,0.0,410.0,7.67
Сыр Laime  Пармезан 40% БЗМЖ 100г,4272846,шт,1.0,4.78,443,299.99,100 г,100.0,33.0,25.0,0.0,357.0,8.33
Сыр Emandhof Hard extra 40% БЗМЖ,4364953,кг,0.2,4.86,314,,Цена за 1 кг,200.0,33.0,26.0,0.0,366.0,8.0
Сыр  Истринская сыроварня Олега Сироты Истринский 50% БЗМЖ,4330327,кг,0.2,4.85,807,189.9,Цена за 100 г,200.0,25.1,33.2,0.0,399.4,8.0
Сыр твердый ЭкоНива Dürr Zeller 55% БЗМЖ 200г,4305008,шт,1.0,4.8,270,,200 г,200.0,23.0,36.0,0.0,416.0,8.0
Сыр мягкий Свежий Ряд Адыгейский 40% БЗМЖ,3979013,кг,0.32,4.9,8395,92.29,Цена за 100 г,320.0,16.0,19.0,0.0,220.0,8.0
Сыр Вкус & Польза Маскарпоне 80% БЗМЖ 250г,4357084,шт,1.0,4.78,1386,,250 г,250.0,4.0,36.0,4.5,360.0,6.67
Сыр Вкус & Польза Страчателла мягкий 50% БЗМЖ 200г,4362698,шт,1.0,4.85,380,,200 г,200.0,10.0,20.0,2.5,230.0,8.0
Сыр Вкус & Польза Буррата мягкий 50% БЗМЖ 380г,4362696,шт,1.0,4.88,415,,380 г,380.0,13.0,17.0,1.1,205.0,8.33
Продукт рассольный Сиртаки Original для греческого салата 55% СЗМЖ 200г,3483307,шт,1.0,4.92,10263,,200 г,200.0,7.0,22.0,2.0,235.0,6.0
Сыр Фетакса без рассола 45% БЗМЖ 200г,3906892,шт,1.0,4.93,7334,216.99,200 г,200.0,11.7,17.6,2.1,214.0,8.0
Сыр Вкус & Польза Моцарелла шарики 45% БЗМЖ 180г,4361172,шт,1.0,4.9,6430,142.99,180 г,180.0,16.0,18.0,3.0,238.0,7.33
Сыр рассольный Свежий Ряд Чечил 45% БЗМЖ 100г,3986837,шт,1.0,4.92,17491,145.99,100 г,100.0,20.0,22.0,0.0,280.0,7.33
Сыр Свежий Ряд Косичка копченый 40% БЗМЖ 100г,4221491,шт,1.0,4.91,8909,165.99,100 г,100.0,20.0,22.0,0.9,280.0,6.67
Сыр Свежий Ряд Чечил спагетти копченый БЗМЖ 100г,3986838,шт,1.0,4.91,16590,,100 г,100.0,24.0,24.5,0.0,316.5,8.0
Сыр рассольный Свежий Ряд Сулугуни 45% БЗМЖ,4035417,кг,0.3,4.91,7927,79.99,Цена за 100 г,300.0,23.5,22.5,1.0,296.5,7.67
Сыр Mlekara Sabac Сербская брынза мягкий 45% БЗМЖ 220г,4286653,шт,1.0,4.91,4508,,220 г,220.0,11.8,15.5,2.6,197.0,7.67
Сыр Galbani Моцарелла 45% БЗМЖ 125г,15105,шт,1.0,4.92,3265,,125 г,125.0,18.0,18.0,2.0,242.0,8.0
Сыр Вкус & Польза Моцарелла 45% БЗМЖ 225г,4361171,шт,1.0,4.89,3387,194.99,225 г,225.0,16.0,18.0,3.0,238.0,6.67
Сыр рассольный Свежий Ряд Косичка сырная БЗМЖ 150г,3986839,шт,1.0,4.91,7419,229.99,150 г,150.0,20.0,22.0,0.0,280.0,7.33
Сыр Ecomilk Fetica греческий традиционный мягкий рассольный 40% БЗМЖ 275г,4226887,шт,1.0,4.91,3387,,275 г,275.0,13.5,14.5,3.7,200.0,8.0
Сыр Умалат Сулугуни палочки 45% БЗМЖ 120г,4050805,шт,1.0,4.91,3585,149.99,120 г,120.0,21.9,21.2,0.0,279.0,7.67
Сыр Умалат Сулугуни молодой слоистый 45% БЗМЖ 200г,4314613,шт,1.0,4.91,1871,279.99,200 г,200.0,21.9,21.2,0.0,279.0,8.33
Сыр Delissir Хоритаки плавленый 30% БЗМЖ 180г,4289052,шт,1.0,4.87,2470,,180 г,180.0,11.5,11.7,11.0,195.0,6.0
Сыр Сырцееды копченый 30% БЗМЖ 23г,3659411,шт,1.0,4.86,3140,49.99,23 г,23.0,46.4,24.0,0.0,412.8,7.0
Сыр Sernur cheese Халумис из коровьего молока 50% БЗМЖ 200г,4205435,шт,1.0,4.91,989,252.99,200 г,200.0,22.0,26.0,0.0,322.0,8.0
Сыр Сырцееды копченый со вкусом томата 30% БЗМЖ 23г,4354728,шт,1.0,4.82,2005,59.99,23 г,23.0,46.0,24.0,0.0,400.0,7.33
Сыр плавленый Hochland чизбургер ломтики 45% БЗМЖ 150г,21004,шт,1.0,4.94,25521,127.99,150 г,150.0,14.6,23.3,4.3,283.0,7.0
Сыр плавленый Карат Дружба 45% БЗМЖ 90г,3658574,шт,1.0,4.92,20215,59.99,90 г,90.0,5.7,18.0,13.9,240.0,6.0
Сыр Сыробогатов с беконом плавленый  50% БЗМЖ 200г,3397787,шт,1.0,4.93,12817,165.99,200 г,200.0,7.4,20.4,8.5,247.2,5.67
Сыр Liebendorf Чизбургер плавленый 45% БЗМЖ 130г,4293292,шт,1.0,4.92,12342,,130 г,130.0,8.0,20.0,9.0,250.0,7.67
Сыр плавленый Viola Сливочный 50% БЗМЖ 200г,3908603,шт,1.0,4.92,5852,,200 г,200.0,10.0,20.0,2.5,230.0,7.0
Сыр Viola плавленый сливочный 50% БЗМЖ 400г,3908600,шт,1.0,4.92,5406,,400 г,400.0,11.5,18.5,2.5,225.0,6.67
"Сыр Hochland Ассорти сливочный, с ветчиной, с грибами плавленый 55% БЗМЖ 140г",4133178,шт,1.0,4.94,10837,109.99,140 г,140.0,9.7,20.9,5.4,251.0,7.0
Сыр плавленый Карат с луком для супа 45% БЗМЖ 90г,3672063,шт,1.0,4.92,5854,64.99,90 г,90.0,5.6,18.0,13.2,237.0,6.67
Сыр плавленый Карат+ Шоколадный 30% БЗМЖ 230г,3327837,шт,1.0,4.93,6422,175.99,230 г,230.0,11.6,18.5,25.8,320.0,6.33
Сыр плавленый Viola cливочный 45% БЗМЖ 130г,3908610,шт,1.0,4.93,5056,,130 г,130.0,10.0,17.0,6.5,219.0,7.0
Сыр Viola Ассорти Итальянское Избранное плавленый 45% БЗМЖ 130г,3908612,шт,1.0,4.93,5355,109.99,130 г,130.0,10.0,17.0,6.5,219.0,7.33
Сырный продукт Ежедень Классический пастообразный плавленный 55% СЗМЖ 180г,4261904,шт,1.0,4.92,12291,,180 г,180.0,6.5,22.0,7.5,250.0,6.67
Сыр плавленый Viola Сливочный ломтики 45% БЗМЖ 140г,3501012,шт,1.0,4.92,4714,124.99,140 г,140.0,16.0,23.0,4.5,290.0,7.0
Сыр Город сыра Гурманский плавленый копченый нарезка 40% БЗМЖ 150г,4316250,шт,1.0,4.91,4626,134.99,150 г,150.0,9.1,22.1,17.1,304.0,7.0
Сыр творожный Almette сливочный 60% БЗМЖ 150г,16401,шт,1.0,4.94,4693,185.99,150 г,150.0,6.0,27.4,2.8,299.0,7.67
Сыр Hochland С ветчиной плавленый 55% БЗМЖ 200г,4964,шт,1.0,4.93,3938,,200 г,200.0,9.0,26.0,5.0,290.0,7.33
Сыр плавленый Viola с лисичками 50% БЗМЖ 200г,3908604,шт,1.0,4.9,3514,,200 г,200.0,10.0,20.0,3.0,232.0,7.0
Сыр President Маасдам плавленый 45% БЗМЖ 200г,2161049,шт,1.0,4.9,2486,,200 г,200.0,8.5,18.0,8.0,228.0,7.0
Сыр Sliiivki колбасный копченый янтарный плавленый 40% БЗМЖ,4156454,кг,0.5,4.91,6841,69.99,Цена за 100 г,500.0,12.0,17.2,9.0,239.0,7.0
Сыр творожный Экомилк 60% БЗМЖ 400г,4138521,шт,1.0,4.94,11264,318.99,400 г,400.0,6.2,22.0,3.0,240.0,8.0
Сыр Hochland Сливочный творожный 60% БЗМЖ 220г,3467389,шт,1.0,4.94,7076,,220 г,220.0,6.1,22.2,3.5,238.0,6.67
Сыр творожный Almette сливочный 60% БЗМЖ 150г,16401,шт,1.0,4.94,4693,185.99,150 г,150.0,6.0,27.4,2.8,299.0,8.33
Сыр Бонджорно Рикотта с ванилью мягкий 30% БЗМЖ 180г,4325218,шт,1.0,4.84,136,,180 г,180.0,7.34,10.85,21.05,211.2,8.0
Сыр Montarell Бри мягкий 60% БЗМЖ 125г,4292526,шт,1.0,4.9,7568,239.99,125 г,125.0,17.0,32.0,0.0,356.0,7.0
Сыр Вкус & Польза Рикотта 45% БЗМЖ 180г,4360295,шт,1.0,4.83,2352,,180 г,180.0,9.5,13.5,4.0,175.5,7.0
Сыр Hochland творожный для кулинарии 65% БЗМЖ 400г,3505556,шт,1.0,4.92,2225,395.99,400 г,400.0,6.0,28.4,3.3,293.0,7.33
Сыр творожный Violette Ароматная зелень 70% БЗМЖ 140г,3165032,шт,1.0,4.92,4040,147.99,140 г,140.0,7.1,24.5,2.7,260.0,8.0
Сыр Савушкин Sveza Воздушный с авокадо творожный 60% БЗМЖ 150г,4297007,шт,1.0,4.89,3564,,150 г,150.0,6.0,20.5,3.6,222.9,6.33
Сыр Violette Сливочный творожный 70% БЗМЖ 140г,3165030,шт,1.0,4.93,978,116.99,140 г,140.0,7.1,24.5,2.7,260.0,6.67
Сыр Бонджорно Рикотта с ванилью мягкий 30% БЗМЖ 180г,4325218,шт,1.0,4.84,136,,180 г,180.0,7.34,10.85,21.05,211.2,8.67
Наггетсы Троекурово куриные охлажденные 350г,4384525,шт,1.0,4.97,40,,350 г,350.0,12.0,13.0,6.0,190.0,6.33
Ромштекс Первая свежесть из мяса птицы охлажденный 250г,4318310,шт,1.0,4.94,648,116.99,250 г,250.0,15.0,9.0,7.5,170.0,7.67
Чевапчичи Мираторг из говядины охлажденные 300г,3492564,шт,1.0,4.85,3885,,300 г,300.0,15.0,27.0,5.0,320.0,7.0
Гуляш из говядины Эколь Халяль 400г,3667460,шт,1.0,4.68,2804,428.99,400 г,400.0,18.0,9.0,0.0,150.0,7.0
Стейк Мираторг Black Angus Паризьен из мраморной говядины 290г,4113680,шт,1.0,4.81,3032,527.99,290 г,290.0,16.0,18.0,0.0,230.0,8.0
Котлеты Мираторг из говядины охлажденные 400г,3451168,шт,1.0,4.78,641,289.99,400 г,400.0,12.0,35.0,1.0,360.0,8.0
Окорок свиной бескостный охлажденный,4230669,кг,1.0,4.85,19134,299.99,Цена за 1 кг,1000.0,18.0,34.0,0.0,378.0,8.33
Гуляш Рестория Свиной охлажденный 400г,4057490,шт,1.0,4.9,11276,197.99,400 г,400.0,16.0,17.0,0.0,217.0,5.33
Бекон Ближние горки для жарки из свинины 260г,4165825,шт,1.0,4.89,7863,175.99,260 г,260.0,15.0,31.0,0.0,340.0,8.0
Шейка свиная Рестория охлажденная 400г,3619731,шт,1.0,4.9,6908,274.99,400 г,400.0,14.0,25.0,0.0,282.0,7.0
Шейка свиная бескостная охлажденная,4230670,кг,1.0,4.83,5436,,Цена за 1 кг,1000.0,13.0,30.0,0.0,322.0,8.0
Набор Рестория для супа 400г,3672599,шт,1.0,4.91,13630,71.99,400 г,400.0,13.0,33.0,0.0,349.0,4.67
Стейк Рестория свиной на кости 400г,4134961,шт,1.0,4.89,5304,225.99,400 г,400.0,18.0,17.0,0.0,225.0,8.33
Вырезка свиная Слово Мясника охлажденная,4049790,кг,0.75,4.87,3477,549.99,Цена за 1 кг,750.0,16.0,10.0,0.0,150.0,8.33
Ребра свиные Слово Мясника охлажденные 500г,4050483,шт,1.0,4.8,1595,184.99,500 г,500.0,10.0,30.0,0.0,310.0,8.0
Лопатка Мираторг для запекания в маринаде охлажденная 1кг,3337886,кг,1.3,4.82,636,,Цена за 1 кг,1300.0,13.0,18.0,0.0,210.0,7.33
Грудинка Коралл свиная на кости в шкуре охлажденная,4366995,кг,0.8,4.89,644,,Цена за 1 кг,800.0,10.0,33.0,0.0,340.0,7.0
Фарш Петелинка Премиум из филе грудки охлажденный 450г,4243884,шт,1.0,4.91,8681,153.99,450 г,450.0,15.0,14.0,2.5,200.0,8.0
Шарики куриные Первая Свежесть охлажденные 450г,4115862,шт,1.0,4.93,8861,209.99,450 г,450.0,15.0,16.0,9.5,240.0,7.33
Шницель Петелинка куриный рубленый 300г,4088927,шт,1.0,4.89,5105,,300 г,300.0,14.0,10.0,7.0,170.0,6.33
Окорок свиной бескостный охлажденный,4230669,кг,1.0,4.85,19134,299.99,Цена за 1 кг,1000.0,18.0,34.0,0.0,378.0,8.67
Шейка свиная Рестория охлажденная 400г,3619731,шт,1.0,4.9,6908,274.99,400 г,400.0,14.0,25.0,0.0,282.0,7.33
Набор Рестория для супа 400г,3672599,шт,1.0,4.91,13630,71.99,400 г,400.0,13.0,33.0,0.0,349.0,6.67
Стейк Рестория свиной на кости 400г,4134961,шт,1.0,4.89,5304,225.99,400 г,400.0,18.0,17.0,0.0,225.0,8.67
Вырезка свиная Слово Мясника охлажденная,4049790,кг,0.75,4.87,3477,549.99,Цена за 1 кг,750.0,16.0,10.0,0.0,150.0,9.0
Лопатка Мираторг для запекания в маринаде охлажденная 1кг,3337886,кг,1.3,4.82,636,,Цена за 1 кг,1300.0,13.0,18.0,0.0,210.0,7.0
Грудинка Коралл свиная на кости в шкуре охлажденная,4366995,кг,0.8,4.89,644,,Цена за 1 кг,800.0,10.0,33.0,0.0,340.0,8.0
Котлеты Слово Мясника Сливочные 360г,4311273,шт,1.0,4.87,5817,,360 г,360.0,12.0,35.0,0.0,360.0,6.33
Котлеты Рестория Домашние куриные охлажденные 440г,4135837,шт,1.0,4.78,4527,139.99,440 г,440.0,13.0,9.0,11.0,258.0,10.0
Индейка Индилайт Духовая охлажденная 400г,4255269,шт,1.0,4.82,1675,229.99,400 г,400.0,18.0,6.0,0.0,130.0,8.0
Тефтели из мяса ЦБ  Троекурово охлажденные 350г,3625491,шт,1.0,4.87,4462,126.99,350 г,350.0,18.0,8.0,1.0,150.0,7.0
Тефтели из индейки Рестория 330г,4072816,шт,1.0,4.83,4021,151.19,330 г,330.0,14.0,20.0,4.0,250.0,7.0
Бургер Мираторг Классический из мраморной говядины охлажденный 300г,4299868,шт,1.0,4.82,2848,249.99,300 г,300.0,12.0,35.0,0.0,360.0,8.0
Котлеты Петелинка По-Потелински со сладким перцем и сыром 500г,3446809,шт,1.0,4.77,1792,,500 г,500.0,13.0,15.0,3.0,200.0,8.0
Фарш Мираторг свино-говяжий домашний 400г,3673806,шт,1.0,4.88,2090,,400 г,400.0,13.0,27.0,0.0,295.0,7.33
Фарш домашний Рестория 400г,3387627,шт,1.0,4.9,29864,182.99,400 мл,400.0,13.0,21.0,0.0,240.0,7.67
Фарш говяжий Рестория 400г,3398465,шт,1.0,4.88,20328,,400 г,400.0,12.0,23.0,0.0,255.0,7.0
Фарш Мираторг говяжий охлажденный 400г,4288090,шт,1.0,4.86,5492,329.99,400 г,400.0,12.0,35.0,0.0,360.0,8.0
Печень говяжья замороженная,3332004,кг,1.2,4.84,7069,305.99,Цена за 1 кг,1200.0,1.8,3.7,0.0,106.0,8.67
Ножки свиные замороженные,3312979,кг,1.5,4.84,2335,144.99,Цена за 1 кг,1500.0,18.0,16.0,0.0,216.0,8.0
Колбаски Ближние горки Охотничьи полукопченые,3035242,кг,0.45,4.91,11,155.0,Цена за 100 г,450.0,14.0,46.0,0.0,470.0,8.0
Колбаса Останкино Ароматная сырокопченая нарезка 100г,3469277,шт,1.0,4.93,15198,152.99,100 г,100.0,14.0,65.0,0.0,641.0,5.0
Колбаса Черкизово Сальчичон сырокопченая нарезка 100г,3332887,шт,1.0,4.93,10093,142.99,100 г,100.0,17.0,31.0,1.0,351.0,4.0
Рулет Мясная ферма Филейный из мяса кур копчено-вареный 100г,4333273,шт,1.0,4.92,8719,109.99,100 г,100.0,14.0,3.0,2.0,91.0,6.67
Колбасы Черкизово Ассорти Сервелетти И Прошутто сырокопченые полусухие 85г,4280852,шт,1.0,4.91,6590,,85 г,85.0,24.0,30.0,4.0,380.0,6.0
Ветчина Клинский Для тостов вареная нарезка 120г,3639626,шт,1.0,4.91,5283,119.99,120 г,120.0,16.0,2.0,0.0,80.0,5.33
Колбаса Ремит Trio mio сырокопченая в нарезке ассорти 100г,3648372,шт,1.0,4.91,5495,,100 г,100.0,23.0,40.0,0.0,450.0,6.0
Салями Останкино Итальянская сырокопченая нарезка 150г,3140747,шт,1.0,4.91,7650,,150 г,150.0,16.0,50.0,0.0,514.0,6.0
Колбаса Егорьевская Брауншвейгская сырокопченая нарезка 100г,3380222,шт,1.0,4.93,5697,,100 г,100.0,15.0,53.0,0.0,537.0,4.0
Салями Черкизово Астория сырокопченая полусухая 85г,4045568,шт,1.0,4.92,6834,142.99,85 г,85.0,25.0,30.0,5.0,390.0,7.0
Колбаса Индилайт Сабросо Росо из мяса индейки сыровяленая нарезка 70г,4286293,шт,1.0,4.9,5252,,70 г,70.0,28.0,8.0,1.0,190.0,6.67
"Набор колбас Велком Брауншвейгская, велкомовская, миланская сырокопченые полусухие 90г",4214450,шт,1.0,4.89,4170,,90 г,90.0,28.0,42.0,0.0,490.0,6.67
Бекон Черкизово свиной сырокопченый охлажденный 180г,4020279,шт,1.0,4.9,4136,186.99,180 г,180.0,15.0,20.0,3.0,252.0,5.67
Мясо свиное Останкино Праздничное сырокопченое нарезка 100г,4257872,шт,1.0,4.92,7630,99.99,100 г,100.0,19.0,13.0,0.0,193.0,7.67
Колбаса Клинский Докторская ломтики вареная 190г,3639615,шт,1.0,4.9,5382,189.99,190 г,190.0,13.0,16.0,0.0,196.0,6.67
Говядина Ремит Отборная нарезка варено-копченая 100г,3682413,шт,1.0,4.9,5902,142.99,100 г,100.0,16.0,4.0,1.0,100.0,6.67
Ветчина Мясная история Из цельного окорока из свинины нарезка 150г,4350169,шт,1.0,4.86,1534,,150 г,150.0,18.0,3.0,1.0,100.0,5.67
Грудинка Мясная Ферма копчено-вареная 150г,4310735,шт,1.0,4.91,7749,153.99,150 г,150.0,13.0,33.0,0.0,350.0,7.0
Ассорти Велком шейка-балык-бекон из свинины с/к 90г,4222632,шт,1.0,4.87,4157,186.99,90 г,90.0,16.0,40.0,0.0,420.0,6.67
Колбаса Царицыно Салями сырокопченая полусухая 100г,4304314,шт,1.0,4.86,9249,87.99,100 г,100.0,20.0,39.0,0.0,430.0,5.0
Колбаса Мясницкий Ряд Верона сыровяленая полусухая нарезка 80г,4286599,шт,1.0,4.91,4441,208.99,80 г,80.0,15.0,25.0,0.0,285.0,6.0
Карбонад Егорьевская По-Егорьевски копчено-вареная нарезка 115г,3379713,шт,1.0,4.9,2686,169.99,115 г,115.0,12.0,18.0,0.0,210.0,7.0
Колбаса Мясной Дом Бородина Докторская вареная 190г,4264678,шт,1.0,4.88,2092,128.99,190 г,190.0,12.0,20.0,0.0,228.0,5.33
Балык Ремит Дарницкий сырокопченый нарезка 100г,3671070,шт,1.0,4.91,4126,164.99,100 г,100.0,23.0,5.0,1.0,140.0,7.0
Колбаса Егорьевская Палермо сырокопченая нарезка 100г,3622973,шт,1.0,4.9,3570,,100 г,100.0,14.0,42.0,2.0,442.0,3.33
"Ассорти Мясная история Колбаса говяжья, карпаччо из индейки сырокопченое 85г",4368509,шт,1.0,4.85,983,,85 г,85.0,26.0,16.0,3.0,230.0,8.0
Салями Мясная Ферма сырокопченая полусухая 150г,4091693,шт,1.0,4.88,5539,205.99,150 г,150.0,22.0,34.0,2.0,402.0,6.0
Колбаса Клинский Испанская сырокопченая полусухая 85г,3953457,шт,1.0,4.91,3142,198.99,85 г,85.0,20.0,22.0,0.0,450.0,4.67
Хамон свиной Егорьевская сырокопченый нарезка 55г,3611775,шт,1.0,4.91,3214,142.99,55 г,55.0,16.0,38.0,0.0,406.0,5.75
Бекон Коптильный двор из свинины сырокопченый 350г,4199337,шт,1.0,4.91,4051,359.99,350 г,350.0,16.0,40.0,0.0,420.0,6.67
Колбаса Клинский Парме сырокопченая полусухая 170г,4347123,шт,1.0,4.88,1129,,170 г,170.0,24.0,35.0,0.0,410.0,6.0
Колбаса Черный Кабан Балыковая варено-копченая 190г,4345586,шт,1.0,4.88,2482,164.99,190 г,190.0,17.0,18.0,0.0,230.0,5.0
Прошутто Cortador Котто из свинины копчено-вареный 170г,4337171,шт,1.0,4.91,2072,263.99,170 г,170.0,12.0,20.0,0.0,228.0,7.33
Колбаса Ремит Испанская Мраморная сырокопченая нарезка 70г,4274339,шт,1.0,4.87,742,,70 г,70.0,24.0,46.0,0.0,510.0,3.33
Ветчина МД Бородина для завтрака нарезка 190г,4316641,шт,1.0,4.83,393,,190 г,190.0,15.0,5.0,0.0,105.0,4.67
Колбаса Casademont Сальчичон Экстра полусухая сыровяленая 70г,4259257,шт,1.0,4.72,177,197.99,70 г,70.0,23.0,28.0,0.0,344.0,5.0
Колбаса Вязанка Молокуша вареная 450г,4277253,шт,1.0,4.92,32249,,450 г,450.0,11.0,14.0,0.0,170.0,7.0
Колбаса Вязанка Докторская вареная 370г,4301347,шт,1.0,4.92,19427,,370 г,370.0,12.0,20.0,0.0,230.0,5.0
Колбаса варёная Папа Может Мясная 500г,3484605,шт,1.0,4.92,24699,,500 г,500.0,8.0,14.0,0.0,158.0,3.33
Колбаса Вязанка Филейская вареная 450г,4277251,шт,1.0,4.92,25028,279.99,450 г,450.0,11.0,13.0,0.0,160.0,8.0
Колбаса Папа Может Классическая из мяса птицы вареная 300г,4256868,шт,1.0,4.93,26808,89.99,300 г,300.0,8.0,14.0,0.0,158.0,6.67
Колбаса Папа может Чесночная полукопченая 350г,4217782,шт,1.0,4.93,21401,,350 г,350.0,12.0,21.0,3.0,249.0,5.33
Сервелат Папа Может Финский варено-копченый 350г,4217621,шт,1.0,4.93,28521,,350 г,350.0,11.0,18.0,0.0,206.0,6.33
Колбаса Великолукский МК Докторская вареная 500г,3661282,шт,1.0,4.9,12728,,500 г,500.0,12.0,20.0,0.0,228.0,7.0
Колбаса Клинский Докторская вареная 400г,4221913,шт,1.0,4.9,6912,,400 г,400.0,13.0,16.0,0.0,196.0,3.67
Колбаса Великолукский МК По-краковски полукопченая 300г,4054823,шт,1.0,4.89,11026,,300 г,300.0,15.0,26.0,0.0,290.0,7.0
Колбаса Delikaiser Классическая вареная 700г,4332884,шт,1.0,4.92,17896,,700 г,700.0,9.0,18.0,5.0,218.0,4.33
Колбаса Рублевский Докторская вареная 400г,4050746,шт,1.0,4.88,5869,399.99,400 г,400.0,12.0,20.0,0.0,228.0,6.0
Сервелат Стародворье Мясорубский варено-копченый 400г,4279113,шт,1.0,4.91,20877,309.99,400 г,400.0,13.0,23.0,0.0,260.0,6.67
Колбаса Черный кабан Свиная варено-копченая 290г,4198696,шт,1.0,4.88,3984,,290 г,290.0,17.0,18.0,0.0,230.0,5.0
Колбаса Ближние горки Кремлевская варено-копченая,3035239,кг,0.35,4.9,3157,89.99,Цена за 100 г,350.0,9.0,40.0,0.0,396.0,6.67
