plu,name,uom,step,rating,prices,property_clarification,nutrients,ingredients,desirability
3630205,Нектар Global Village вишня 200мл,шт,1.0,"{'rating_average': 4.93, 'rates_count': 10950}","[{'value': '35.99', 'placement_type': 'regular_primary'}]",200 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '14.0', 'text': 'углеводы'}, {'value': '55.0', 'text': 'ккал'}]","Сок вишневый, сахар, регулятор кислотности - лимонная кислота, вода.",2
4282741,Напиток Добрый яблоко-персик сокосодержащий для детей с 3 лет 1л,шт,1.0,"{'rating_average': 4.93, 'rates_count': 4695}","[{'value': '119.99', 'placement_type': 'promotional_primary'}, {'value': '149.99', 'placement_type': 'regular_secondary'}]",1 л,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '11.0', 'text': 'углеводы'}, {'value': '44.0', 'text': 'ккал'}]","Персиковое пюре, яблочное пюре, сахар, регулятор кислотности - лимонная кислота, вода. Изготовлен из концентрированных пюре",2
3501712,Нектар Любимый Спелый томат с мякотью 1.93л,шт,1.0,"{'rating_average': 4.89, 'rates_count': 2086}","[{'value': '197.99', 'placement_type': 'regular_primary'}]",1.93 л,"[{'value': '0.4', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '5.0', 'text': 'углеводы'}, {'value': '20.0', 'text': 'ккал'}]","томатный сок, сахар или сахар и глюкозно-фруктозный сироп, соль морская, регулятор кислотности - лимонная кислота, вода.
Изготовлен из томатной пасты.",2
3977669,Сок J7 Fresh Taste Яблочный осветленный 0.85л,шт,1.0,"{'rating_average': 4.93, 'rates_count': 1620}","[{'value': '219.99', 'placement_type': 'regular_primary'}]",850 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '11.0', 'text': 'углеводы'}, {'value': '45.0', 'text': 'ккал'}]","яблочный сок, антиокислитель: аскорбиновая кислота. изготовлен из концентрированного сока",2
4376945,Напиток Экофрут Яблочный шорли газированный 0.45л,шт,1.0,"{'rating_average': 4.69, 'rates_count': 2540}","[{'value': '119.99', 'placement_type': 'regular_primary'}]",450 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '7.0', 'text': 'углеводы'}, {'value': '28.0', 'text': 'ккал'}]","сок яблочный прямого отжима, вода подготовленная, консервант сорбат калия",2
3190698,Нектар J7 Грейпфрут с мякотью 0.97л,шт,1.0,"{'rating_average': 4.91, 'rates_count': 1350}","[{'value': '159.99', 'price_signature': '/от 2 шт', 'placement_type': 'promotional_primary'}, {'value': '189.99', 'placement_type': 'regular_secondary'}]",970 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '12.0', 'text': 'углеводы'}, {'value': '50.0', 'text': 'ккал'}]","грейпфрутовый сок, сахар (S)** или глюкозно-фруктозный сироп и сахар (G)**, регулятор кислотности – лимонная кислота, вода. *** - буква-код используемого ингредиента - см. рядом с датой изготовления. Изготовлен из концентрированного сока",2
4382978,"Напиток Любимый Зимний мандарин из мандаринов, яблок, облепихи с экстрактом корицы для детского питания сокосодержащий 0.95л",шт,1.0,"{'rating_average': 4.8, 'rates_count': 437}","[{'value': '119.99', 'placement_type': 'regular_primary'}]",950 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.0', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","Сок мандариновый, сок яблочный, пюре из облепихи, сахар (S)** или сахар и глюкозно-фруктозный сироп (G)**, регулятор кислотности – лимонная кислота, экстракт корицы, ароматизатор натуральный, вода.",2
4044852,Напиток Global Village Садовая черешня сокосодержащий 950мл,шт,1.0,"{'rating_average': 4.92, 'rates_count': 6277}","[{'value': '98.99', 'placement_type': 'regular_primary'}]",950 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '16.0', 'text': 'углеводы'}, {'value': '64.0', 'text': 'ккал'}]","Сок яблочный, сок вишни, сок черешни, сахар, регулятор кислотности – лимонная кислота, натуральный ароматизатор «тип Черешня», вода.",2
4378400,Напиток Добрый Апельсин-мандарин для детского питания сокосодержащий 1.45л,шт,1.0,"{'rating_average': 4.88, 'rates_count': 324}","[{'value': '179.99', 'placement_type': 'regular_primary'}]",1.45 л,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.9', 'text': 'углеводы'}, {'value': '44.0', 'text': 'ккал'}]","Апельсиновый сок, мандариновый сок, грейпфрутовый сок, сок из лимона, сок из лайма, сахар, регулятор кислотности - лимонная кислота, антиокислитель - аскорбиновая кислота, вода.",2
3965623,Сок J7 Апельсиновый с мякотью 0.3л,шт,1.0,"{'rating_average': 4.91, 'rates_count': 3876}","[{'value': '96.99', 'placement_type': 'regular_primary'}]",300 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '11.0', 'text': 'углеводы'}, {'value': '50.0', 'text': 'ккал'}]",апельсиновый сок с мякотью востановленный,2
4129574,Сок J7 Fresh Taste Апельсин с мякотью 300мл,шт,1.0,"{'rating_average': 4.94, 'rates_count': 2372}","[{'value': '104.99', 'placement_type': 'regular_primary'}]",300 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '9.0', 'text': 'углеводы'}, {'value': '35.0', 'text': 'ккал'}]",сок апельсиновый,2
4352566,Сок il Primo Ананасовый восстановленный 1л,шт,1.0,"{'rating_average': 4.84, 'rates_count': 1106}","[{'value': '219.99', 'placement_type': 'regular_primary'}]",1 л,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '12.8', 'text': 'углеводы'}, {'value': '52.0', 'text': 'ккал'}]","ананасовый сок
Изготовлен из концентрированного ананасового сока.",2
4094202,Напиток Красная цена сокосодержащий яблочный осветленный 0.2л,шт,1.0,"{'rating_average': 4.9, 'rates_count': 21077}","[{'value': '15.99', 'placement_type': 'regular_primary'}]",200 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.0', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","Сок яблочный, сироп глюкозно-фруктозный (F)* или сахар (S)* или сахар и сироп глюкозно фруктозный (G)*, регулятор кислотности - лимонная кислота, натуральный ароматизатор «тип Яблоко», краситель - сахарный колер I простой, вода.",2
4352561,Сок il Primo Грейпфрутовый с мякотью восстановленный 1л,шт,1.0,"{'rating_average': 4.83, 'rates_count': 1118}","[{'value': '219.99', 'placement_type': 'regular_primary'}]",1 л,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.0', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","грейпфрутовый сок
Изготовлен из концентрированного грейпфрутового сока.",2
3418780,Напиток Добрый Pulpy апельсин с мякотью сокосодержащий 450мл,шт,1.0,"{'rating_average': 4.93, 'rates_count': 8795}","[{'value': '82.99', 'placement_type': 'promotional_primary'}, {'value': '99.99', 'placement_type': 'regular_secondary'}]",450 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '11.6', 'text': 'углеводы'}, {'value': '46.0', 'text': 'ккал'}]","апельсиновый сок, мякоть апельсина, регулятор кислотности -  лимонная кислота,   стабилизаторы: пектины, гуммиарабик, эфиры глицерина и смоляных кислот; антиокислитель - аскорбиновая кислота;  краситель - каротины, натуральные ароматизаторы, очищенная артезианская вода. Изготовлен из концентрированного сока",2
3503328,Нектар ФрутоНяня яблоко-банан-вишня-малина 500мл,шт,1.0,"{'rating_average': 4.92, 'rates_count': 1820}","[{'value': '62.99', 'placement_type': 'promotional_primary'}, {'value': '89.99', 'placement_type': 'regular_secondary'}]",500 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '11.0', 'text': 'углеводы'}, {'value': '44.0', 'text': 'ккал'}]","пюре из бананов, сок из яблок, сок из вишни, сок из малины, сахар, регулятор кислотности — кислота лимонная, вода. 
Изготовлен из концентрированных соков. Объемная доля сока и пюре – не менее 38%",2
4352565,Сок il Primo Апельсиновый восстановленный 1л,шт,1.0,"{'rating_average': 4.83, 'rates_count': 1823}","[{'value': '239.99', 'placement_type': 'regular_primary'}]",1 л,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '9.5', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","апельсиновый сок
Изготовлен из концентрированного апельсинового сока.",2
3427396,Сок Nar Гранатовый восстановленный 310мл,шт,1.0,"{'rating_average': 4.89, 'rates_count': 4843}","[{'value': '96.99', 'placement_type': 'regular_primary'}]",310 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '12.1', 'text': 'углеводы'}, {'value': '48.4', 'text': 'ккал'}]","концентрированный гранатовый сок, сахар, вода питьевая",2
4378406,Нектар Добрый Фермерские яблочки яблочный для детского питания 1.45л,шт,1.0,"{'rating_average': 4.91, 'rates_count': 278}","[{'value': '179.99', 'placement_type': 'regular_primary'}]",1.45 л,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.5', 'text': 'углеводы'}, {'value': '42.0', 'text': 'ккал'}]","Яблочный сок, сахар, регулятор кислотности - лимонная кислота, вода.",2
4345195,Напиток Фрутмотив Манговый ананас из яблок со вкусом манго и ананаса сокосодержащий 1.5л,шт,1.0,"{'rating_average': 4.88, 'rates_count': 2333}","[{'value': '119.99', 'placement_type': 'regular_primary'}]",1.5 л,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.0', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","яблочный сок, сахар (S)* или глюкозо-фруктозный сироп и сахар (G), или глюкозо-фруктозный сироп (F), регулятор кислотности – лимонная кислота,  ароматизаторы, краситель – экстракт сафлора, антиокислители – аскорбиновая кислота, альфа-токоферол, стабилизаторы – гуммиарабик, эфиры глицерина и смоляных кислот, ксантановая камедь, вода",2
4305469,"Напиток Global Village из персиков, яблок и абрикосов сокосодержащий 0.95л",шт,1.0,"{'rating_average': 4.89, 'rates_count': 5790}","[{'value': '98.99', 'placement_type': 'regular_primary'}]",950 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.4', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","Пюре персиковое, сок яблочный, пюре абрикосовое, сахар, регулятор кислотности - лимонная кислота, краситель – красящая эмульсия бета-каротин, ароматизаторы пищевые натуральные тип: «Персик», «Абрикос», «Яблоко», вода. Изготовлен из концентрированных пюре и сока. Минимальная объемная доля пюре и сока 10%.",2
4307854,Напиток Fresh Aloe с кусочками алоэ 0.5л,шт,1.0,"{'rating_average': 4.91, 'rates_count': 5848}","[{'value': '76.99', 'placement_type': 'regular_primary'}]",500 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '5.0', 'text': 'углеводы'}, {'value': '20.0', 'text': 'ккал'}]","Вода питьевая, сахар, кусочки Алоэ Вера,  регулятор кислотности лимонная кислота, комплексная пищевая добавка хс-31 (стабилизатор геллановая камедь, регулятор кислотности цитрат натрия, агент антислеживающий карбонат кальция, загуститель конжаковая камедь), подсластитель комбинированный (фруктоза, подсластители Е952, Е950), ароматизатор, антиокислитель аскорбиновая кислота; консерванты: сорбат калия, бензоат натрия.",2
4348295,Нектар Soko Grande Манго с мякотью 0.25л,шт,1.0,"{'rating_average': 4.91, 'rates_count': 8771}","[{'value': '54.99', 'placement_type': 'promotional_primary'}, {'value': '69.99', 'placement_type': 'regular_secondary'}]",250 мл,,"Пюре манго, сахар, регулятор кислотности - лимонная кислота, вода.",2
4289874,Нектар Фрутмотив Doctor Juice яблочный осветленный для детского питания с 3лет0.9л,шт,1.0,"{'rating_average': 4.86, 'rates_count': 2558}","[{'value': '89.99', 'placement_type': 'promotional_primary'}, {'value': '119.99', 'placement_type': 'regular_secondary'}]",900 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '12.0', 'text': 'углеводы'}, {'value': '50.0', 'text': 'ккал'}]","сок яблочный, сахар, регулятор кислотности-лимонная кислота, вода",2
4157530,Сок Добрый СуперДжус Active kid Яблочный 200мл,шт,1.0,"{'rating_average': 4.92, 'rates_count': 2954}","[{'value': '51.99', 'placement_type': 'regular_primary'}]",200 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '9.5', 'text': 'углеводы'}, {'value': '38.0', 'text': 'ккал'}]","Яблочный сок, витаминный комплекс ""Active kid"" (В2, В3, В5, В12)",2
3941462,Сок J7 Мультифрукт с мякотью 0.97л,шт,1.0,"{'rating_average': 4.91, 'rates_count': 335}","[{'value': '159.99', 'price_signature': '/от 2 шт', 'placement_type': 'promotional_primary'}, {'value': '189.99', 'placement_type': 'regular_secondary'}]",970 мл,"[{'value': '0.1', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '14.0', 'text': 'углеводы'}, {'value': '60.0', 'text': 'ккал'}]","яблочный сок, пюре из манго, виноградный сок, грушевое пюре, яблочное пюре, банановое пюре, яблочная мякоть",2
4377274,Сок Soko grande апельсиновый восстановленный с мякотью для детей с 3-х лет пастеризованный 0.5л,шт,1.0,"{'rating_average': 4.9, 'rates_count': 72}","[{'value': '169.99', 'placement_type': 'regular_primary'}]",500 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '12.0', 'text': 'углеводы'}, {'value': '50.0', 'text': 'ккал'}]",Апельсиновый сок.,2
4157531,"Сок Добрый Супер Джус Active kid яблоко, вишня 200мл",шт,1.0,"{'rating_average': 4.91, 'rates_count': 2336}","[{'value': '51.99', 'placement_type': 'regular_primary'}]",200 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.0', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","Яблочный сок,  вишневый сок, витаминный комплекс ""Active kid"" (В2, В3, В5, В12)",2
4345191,"Напиток Фрутмотив Арбузный краш из яблок со вкусом арбуза, лимона и мяты сокосодержащий 0.5л",шт,1.0,"{'rating_average': 4.79, 'rates_count': 2040}","[{'value': '59.99', 'placement_type': 'promotional_primary'}, {'value': '75.49', 'placement_type': 'regular_secondary'}]",500 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.0', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","яблочный сок, сахар (S) или глюкозо-фруктозный сироп и сахар (G), или глюкозо-фруктозный сироп (F), регулятор кислотности – лимонная кислота, ароматизаторы, краситель – Е122, вода.
Содержит краситель, который может оказывать отрицательное влияние на активность и внимание.",2
4345192,Напиток Фрутмотив Карамельный флекс из яблок со вкусом банана и карамели сокосодержащий 0.5л,шт,1.0,"{'rating_average': 4.73, 'rates_count': 1987}","[{'value': '59.99', 'placement_type': 'promotional_primary'}, {'value': '75.49', 'placement_type': 'regular_secondary'}]",500 мл,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.0', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","яблочный сок, сахар (S) или глюкозо-фруктозный сироп и сахар (G), или глюкозо-фруктозный сироп (F), регулятор кислотности – лимонная кислота,  ароматизатор «банан»,  ароматизатор «карамель» (карамельный сахарный сироп, антиокислитель – Е300, регулятор кислотности – Е260), краситель – Е122, вода.
Содержит краситель, который может оказывать отрицательное влияние на активность и внимание.",2
4260436,Каша пшенная на молоке Пятерочка Кафе 200г,шт,1.0,"{'rating_average': 4.89, 'rates_count': 4923}","[{'value': '89.99', 'placement_type': 'regular_primary'}]",200 г,"[{'value': '3.0', 'text': 'белки'}, {'value': '3.0', 'text': 'жиры'}, {'value': '13.0', 'text': 'углеводы'}, {'value': '95.0', 'text': 'ккал'}]","молоко питьевое м.д.ж 2,5%, вода питьевая, крупа пшенная, сахар, масло сливочное (сливки пастеризованные), крахмал картофельный, соль, ароматизатор «ванилин».
Может содержать незначительное количество аспартама, глютена,  кунжута, орехов, горчицы, сельдерея, яичных, соевых и рыбных продуктов",4
3220803,Пирожное Orion Choco Pie в глазури 12x30г,шт,1.0,"{'rating_average': 4.94, 'rates_count': 23929}","[{'value': '189.99', 'placement_type': 'regular_primary'}]",360 г,"[{'value': '4.5', 'text': 'белки'}, {'value': '18.0', 'text': 'жиры'}, {'value': '63.0', 'text': 'углеводы'}, {'value': '430.0', 'text': 'ккал'}]","мука пшеничная общего назначения тип М55-23, сахар, вода питьевая, патока, жиры специального назначения (масла растительные рафинированные и дезодорированные: масла пальмовое и пальмоядровое), какао-порошок, молоко цельное сухое, разрыхлители (гидрокарбонат натрия, гидрокарбонат аммония, ортофосфат кальция 1-замещенный), глюкоза, желатин, яичные продукты, соль поваренная пищевая, эмульгатор (лецитин соевый), ароматизатор (ванилин), гидролизат молочного белка, загуститель (ксантановая камедь)",3
4116552,Хумус с кедровыми орешками Рестория Шеф 200г,шт,1.0,"{'rating_average': 4.74, 'rates_count': 3274}","[{'value': '142.99', 'placement_type': 'regular_primary'}]",200 г,"[{'value': '6.0', 'text': 'белки'}, {'value': '19.0', 'text': 'жиры'}, {'value': '11.0', 'text': 'углеводы'}, {'value': '236.0', 'text': 'ккал'}]","Нут вареный (нут, вода), кунжутная паста (кунжут), масло подсолнечное, вода, масло оливковое, соль, чеснок молотый, перец красный молотый, кедровый орех, паприка, петрушка, антиокислитель лимонная кислота,  консерванты: сорбат калия, бензоат натрия.

Может содержать незначительное количество арахиса",3
4244297,Подарок Новогодний сладкий Конти Сэнди 240г,шт,1.0,"{'rating_average': 4.84, 'rates_count': 1843}","[{'value': '169.99', 'placement_type': 'promotional_primary'}, {'value': '299.99', 'placement_type': 'regular_secondary'}]",240 г,"[{'value': '2.5', 'text': 'белки'}, {'value': '17.0', 'text': 'жиры'}, {'value': '69.0', 'text': 'углеводы'}, {'value': '440.0', 'text': 'ккал'}]","сахар, патока, мука пшеничная общего назначения, кондитерская глазурь (сахар; заменитель масла какао нетемперируемый нелауринового типа (частично гидрогенизированные: подсолнечное масло, пальмовое масло, олеин пальмовый, соевое масло, масло ши; эмульгаторы: сорбитан тристеарат, соевый лецитин, лецитин из подсолнечника; антиокислитель токоферолы); какао-порошок, эмульгаторы: соевый лецитин, эфиры полиглицерина и взаимоэтерифицированных рициноловых кислот; ароматизатор), жировая глазурь (сахар; заменитель масла какао нетемперируемый нелауринового типа (частично гидрогенизированные: подсолнечное масло, пальмовое масло, соевое масло; эмульгаторы: сорбитан тристеарат, соевый лецитин; антиокислитель токоферолы); какао-порошок;  эмульгаторы: соевый лецитин, эфиры полиглицерина и взаимоэтерифицированных рициноловых кислот; ароматизатор), жир кондитерский (рафинированное дезодорированное пальмовое масло; эмульгатор лецитин соевый; антиокислители: аскорбиновая кислота, альфа-Токоферол), продукт молокосодержащий сгущенный с сахаром с заменителем молочного жира (молоко цельное, молоко обезжиренное, сахар, лактоза, рафинированные дезодорированные растительные масла: пальмовое и его фракции, подсолнечное, соевое, рапсовое; эмульгатор моно- и диглицериды жирных кислот; антиокислитель токоферолы, молоко сухое обезжиренное, сыворотка молочная сухая), глюкозно-фруктозный сироп, агент влагоудерживающий сорбитовый сироп, крахмал кукурузный, какао-порошок",1
3357380,Хлеб Рижский хлеб Крестьянский бездрожжевой заварной подовый 300г,шт,1.0,"{'rating_average': 4.86, 'rates_count': 2777}","[{'value': '67.99', 'placement_type': 'regular_primary'}]",300 г,"[{'value': '6.5', 'text': 'белки'}, {'value': '1.0', 'text': 'жиры'}, {'value': '46.0', 'text': 'углеводы'}, {'value': '220.0', 'text': 'ккал'}]","мука пшеничная хлебопекарная первого сорта, вода питьевая, мука ржаная хлебопекарная сеяная, сахар-песок, соль поваренная пищевая, солод ржаной, экстракт солодовый, отруби пшеничные",5
4332173,Колбаски МясоТакМясо Кнуты классические сырокопченые полусухие 60г,шт,1.0,"{'rating_average': 4.86, 'rates_count': 13283}","[{'value': '109.99', 'placement_type': 'regular_primary'}]",60 г,"[{'value': '24.0', 'text': 'белки'}, {'value': '43.0', 'text': 'жиры'}, {'value': '1.0', 'text': 'углеводы'}, {'value': '487.0', 'text': 'ккал'}]","свинина, говядина, посолочно-нитритная смесь (соль, фиксатор окраски – нитрит натрия), соевый белок, сахар, смесь пряностей (перец белый, перец черный, чеснок сушеный), антиокислитель (аскорбиновая кислота), краситель (кармины), стабилизатор (альгинат натрия), стартовые культуры. На территории предприятия используются: горчица, сельдерей, яйца, молоко, злаки, содержащие глютен и продукты их переработки",5
3468689,Попкорн Mixbar со вкусом сыра 85г,шт,1.0,"{'rating_average': 4.88, 'rates_count': 8664}","[{'value': '57.99', 'placement_type': 'regular_primary'}]",85 г,"[{'value': '6.0', 'text': 'белки'}, {'value': '27.0', 'text': 'жиры'}, {'value': '48.0', 'text': 'углеводы'}, {'value': '477.0', 'text': 'ккал'}]","Зерно кукурузы, масло растительное пальмовое, соль поваренная пищевая, ароматизатор натуральный Сыр, ароматизатор натуральный Чеддер, носитель Е1422, усилитель вкуса и аромата Е621, эмульгатор - лецитин Е322, краситель натуральный Е160А.",1
4360141,Соус соевый S.U.Chef 15г,шт,1.0,"{'rating_average': 4.87, 'rates_count': 4191}","[{'value': '9.99', 'placement_type': 'regular_primary'}]",13 мл,"[{'value': '3.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '7.5', 'text': 'углеводы'}, {'value': '40.0', 'text': 'ккал'}]","вода, соевые бобы, пшеница, соль, сахар, консерванты: Е202, Е211, стабилизаторы Е412, Е415.
Возможно наличие следов продуктов переработки молока, горчицы, кунжута и яиц",3
4361226,Рис Увелка круглозерный шлифованный 500г,шт,1.0,"{'rating_average': 4.91, 'rates_count': 4111}","[{'value': '69.99', 'placement_type': 'promotional_primary'}, {'value': '79.99', 'placement_type': 'regular_secondary'}]",500 г,"[{'value': '8.0', 'text': 'белки'}, {'value': '1.0', 'text': 'жиры'}, {'value': '72.0', 'text': 'углеводы'}, {'value': '340.0', 'text': 'ккал'}]","рис круглозерный шлифованный.
Продукт может содержать незначительное количество глютена",8
3959236,Паштет Hame Деликатесный из мяса птицы 105г,шт,1.0,"{'rating_average': 4.9, 'rates_count': 5187}","[{'value': '68.79', 'placement_type': 'promotional_primary'}, {'value': '85.99', 'placement_type': 'regular_secondary'}]",105 г,"[{'value': '6.0', 'text': 'белки'}, {'value': '24.0', 'text': 'жиры'}, {'value': '4.5', 'text': 'углеводы'}, {'value': '260.0', 'text': 'ккал'}]","вода питьевая, шкурка свиная, мясо свиное механической обвалки, шпик свиной, печень свиная, загуститель Е1412, смесь посолочно-нитритная (соль, консервант Е250), загуститель Е1414, соль, консерванты (Е262(i), Е262 (ii)), белок животный, стабилизатор Е331, антиокислитель Е316, филе грудки цыплят, декстроза, экстракт специй (черный перец), ароматизатор (ароматические вещества, соль, мальтодекстрин, регулятор кислотности Е331, агент антислеживающий Е551)",6
3962,Напиток кисломолочный Имунеле Земляника 1.2% БЗМЖ 100мл,шт,1.0,"{'rating_average': 4.94, 'rates_count': 9467}","[{'value': '35.99', 'placement_type': 'regular_primary'}]",100 мл,"[{'value': '2.7', 'text': 'белки'}, {'value': '1.2', 'text': 'жиры'}, {'value': '11.6', 'text': 'углеводы'}, {'value': '69.0', 'text': 'ккал'}]","А – молоко нормализованное, вода, сахар, глюкозно-фруктозный сироп, концентрированный яблочный сок, концентрированное яблочное пюре, сыворотка молочная cухая, концентрированный сок из земляники садовой, концентрированное пюре из земляники садовой, ароматизаторы, стабилизатор – пектины, витаминный премикс (витамины: А, D3, Е, В6, фолиевая кислота, В12), краситель – кармины, регуляторы кислотности (лимонная кислота, цитрат натрия 3-замещенный), закваска, пробиотические микроорганизмы (Lactobacillus Casei, Lactobacillus Rhamnosus); В – молоко нормализованное, сахар, вода, концентрированный яблочный сок, концентрированное яблочное пюре, концентрированное яблочное пюре, сыворотка молочная cухая, концентрированный сок из земляники садовой, концентрированное пюре из земляники садовой, ароматизаторы, стабилизатор – пектины, витаминный премикс (витамины: А, D3, Е, В6, фолиевая кислота, В12), краситель – кармины, регуляторы кислотности (лимонная кислота, цитрат натрия 3-замещенный), закваска, пробиотические микроорганизмы (Lactobacillus Casei, Lactobacillus Rhamnosus)",6
4088736,Сгущенное молоко Станция Молочная цельное с сахаром 8.5% БЗМЖ 360г,шт,1.0,"{'rating_average': 4.91, 'rates_count': 4495}","[{'value': '149.99', 'placement_type': 'regular_primary'}]",360 г,"[{'value': '7.0', 'text': 'белки'}, {'value': '8.5', 'text': 'жиры'}, {'value': '56.0', 'text': 'углеводы'}, {'value': '330.0', 'text': 'ккал'}]","Молоко нормализованное, сахар (сахароза), сахар молочный пищевой (лактоза).",3
4231551,Крахмал Рестория картофельный 200г,шт,1.0,"{'rating_average': 4.93, 'rates_count': 4636}","[{'value': '43.87', 'price_signature': '/от 4 шт', 'placement_type': 'promotional_primary'}, {'value': '63.99', 'placement_type': 'regular_secondary'}]",200 г,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '79.3', 'text': 'углеводы'}, {'value': '328.0', 'text': 'ккал'}]",картофельный крахмал (высший сорт),2
4163804,Хлеб Пшеничный замороженный п/ф 400г,шт,1.0,"{'rating_average': 4.38, 'rates_count': 25}","[{'value': '59.99', 'placement_type': 'regular_primary'}]",400 г,"[{'value': '7.5', 'text': 'белки'}, {'value': '3.0', 'text': 'жиры'}, {'value': '48.0', 'text': 'углеводы'}, {'value': '250.0', 'text': 'ккал'}]","Мука пшеничная хлебопекарная высшего сорта, вода питьевая, хлопья овсяные, крупа манная, масло подсолнечное рафинированное дезодорированное, дрожжи хлебопекарные, соль (агент антислеживающий Е536), комплексная пищевая добавка ""Премиум CL"" (пшеничная мука, глютен пшеничный, порошок ацеролы, технологическое вспомогательное средство – ферментный препарат (альфа-амилаза, гемицеллюлаза).

Может содержать следы молочных, яичных продуктов, кунжута, продуктов переработки сои.",2
2062117,Конфеты Красный октябрь Кара-кум 250г,шт,1.0,"{'rating_average': 4.89, 'rates_count': 749}","[{'value': '279.99', 'placement_type': 'promotional_primary'}, {'value': '339.99', 'placement_type': 'regular_secondary'}]",250 г,"[{'value': '5.3', 'text': 'белки'}, {'value': '30.1', 'text': 'жиры'}, {'value': '59.7', 'text': 'углеводы'}, {'value': '522.0', 'text': 'ккал'}]","сахар, шоколадная глазурь (сахар, какао тертое, эквивалент масла какао (рафинированные, дезодорированные, фракционированные негидрогенизированны­е растительные масла (пальмовое, ши)), какао-порошок, эмульгаторы: лецитин соевый, Е476, ароматизатор ""Ваниль""), какао тертое, масло какао, ядро ореха миндаля тертое, вафли дробленые (вода питьевая, мука пшеничная хлебопекарная высшего сорта, масло подсолнечное рафинированное дезодорированное, соль, эмульгатор - лецитин соевый, разрыхлитель - гидрокарбонат натрия), заменитель молочного жира(рафинированные, дезодорированные, переэтерифицированны­е, частично гидрогенизированное, пальмоядровое), антиокислитель токоферолы, концентрат смеси), арахис тертый, антиокислитель - аскорбиновая кислота, эмульгатор - лецитин соевый, ароматизатор ванильно-сливочный",2
