Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Desirability,Score
Вафли БКК Коломенское с халвой 200г,4183331,шт,1.0,4.92,7308,79.99,200 г,200.0,7.5,18.0,67.0,460.0,2,7.33
Попкорн Mixbar Snack воздушная с солью 120г,4270875,шт,1.0,4.9,3911,76.99,120 г,120.0,6.0,27.0,48.0,477.0,1,4.0
Круассан классический 50г,78033013,шт,1.0,4.85,9336,29.99,50 г,50.0,7.0,17.0,42.0,350.0,2,7.0
Круггетсы с сырным соусом Горячая Штучка 250г,3477910,шт,1.0,4.87,6947,,250 г,250.0,8.5,16.0,20.0,260.0,3,4.0
Картофель Красная цена замороженный для жарки 700г,3698115,шт,1.0,4.83,5925,172.99,700 г,700.0,2.0,0.4,16.0,75.0,6,8.33
Пирожок с зеленым луком и яйцом замороженный п/ф 65г,4342779,шт,1.0,4.48,66,35.99,65 г,65.0,7.0,5.0,28.0,180.0,2,5.33
Cахар Dr.Bakers ванильный с натуральной ванилью 15г,4270548,шт,1.0,4.93,4396,,15 г,15.0,0.2,0.4,98.0,396.4,3,3.0
Хурма Global Village Персимон 4шт.,4376745,шт,1.0,4.9,338,319.99,1 кг,1000.0,1.0,1.0,1.0,1.0,5,8.0
Конфеты Toffifee Рождественский Поезд 250г,3649018,шт,1.0,4.94,909,,250 г,250.0,5.9,28.7,58.5,516.0,2,4.33
Сыр плавленый Viola cливочный 45% БЗМЖ 130г,3908610,шт,1.0,4.93,5084,,130 г,130.0,10.0,17.0,6.5,219.0,5,7.67
Сыр Бонджорно Рикотта с ванилью мягкий 30% БЗМЖ 180г,4325218,шт,1.0,4.86,132,,180 г,180.0,7.34,10.85,21.05,211.2,4,8.0
Салат Весенний Пятерочка Кафе 160г,4349646,шт,1.0,4.88,4507,114.99,160 г,160.0,1.2,5.4,6.1,77.8,3,5.33
Напиток Добрый Cola без сахара газированный 500мл,4266830,шт,1.0,4.92,9647,75.99,500 мл,500.0,0.0,0.0,0.1,0.3,1,5.67
Зелень Global Village Укроп и петрушка 100г,4265969,шт,1.0,4.89,5361,124.99,100 г,100.0,0.0,0.0,0.0,0.0,7,10.0
Напиток кисломолочный Имунеле Земляника 1.2% БЗМЖ 100мл,3962,шт,1.0,4.94,9467,35.99,100 мл,100.0,2.7,1.2,11.6,69.0,6,7.67
Чай черный Rich Персик холодный 1.5л,4360696,шт,1.0,4.91,3342,149.99,1.5 л,1500.0,0.0,0.0,4.9,20.0,1,6.0
Майонез Слобода оливковый 67% 800мл,3163111,шт,1.0,4.94,14419,,800 мл,800.0,0.3,67.0,3.0,620.0,2,3.67
Жевательная резинка Dirol Клубника-черешня без сахара 13.6г,3445784,шт,1.0,4.91,13659,,14 г,14.0,0.3,1.2,73.0,194.0,1,5.33
Колбасы Черкизово Ассорти Сервелетти И Прошутто сырокопченые полусухие 85г,4280852,шт,1.0,4.91,6945,,85 г,85.0,24.0,30.0,4.0,380.0,4,6.0
Батончик Milky Way шоколадный 26г,5164,шт,1.0,4.94,26845,24.99,26 г,26.0,2.7,16.5,72.8,452.0,2,3.0
Миндаль,4064518,кг,0.2,4.86,6648,169.9,Цена за 100 г,200.0,18.8,57.7,13.8,649.0,7,8.0
Вафли мягкие Шарлиз с суфле и карамелью 144г,4204100,шт,1.0,4.92,6369,,144 г,144.0,5.0,23.0,52.0,435.0,1,7.0
Напиток энергетический Lit Energy Original газированный 0.45л,4315665,шт,1.0,4.92,12502,99.99,450 мл,450.0,0.0,0.0,1.0,1.0,1,6.67
Слойка Мастер Пироговъ с сыром 70г,2065139,шт,1.0,4.91,5923,58.99,70 г,70.0,10.0,29.0,48.0,410.0,2,4.67
Сыр Viola Маасдам полутвердый нарезка 45% БЗМЖ 120г,4260755,шт,1.0,4.92,3089,,120 г,120.0,25.0,25.0,0.0,325.0,5,8.0
Мясной продукт Мясо так мясо Слайсы классические из свинины сыровяленые 50г,4207148,шт,1.0,4.89,11149,87.99,50 г,50.0,45.0,20.0,0.0,360.0,5,8.0
Семечки От Мартина отборные жареные 200г,3403508,шт,1.0,4.91,6456,149.99,200 г,200.0,20.7,52.9,5.0,578.0,2,7.67
Томаты Global village Selection черри 250г,4374015,шт,1.0,4.93,176,189.99,250 г,250.0,1.1,0.2,3.7,20.0,8,8.33
Котлеты Ложкаревъ По-домашнему замороженные 400г,4060840,шт,1.0,4.87,10177,105.99,400 г,400.0,12.0,14.0,11.0,220.0,4,6.67
Торт Mirel Черничное молоко 750г,4132503,шт,1.0,4.9,4129,599.99,750 г,750.0,3.9,14.0,28.8,257.0,2,5.33
Батончик фруктово-ореховый Вкус & Польза с кокосом 35г,4375481,шт,1.0,4.76,521,,35 г,35.0,5.5,15.0,49.0,360.0,5,7.33
Уксус Красная цена Столовый 9% 1л,3207056,шт,1.0,4.94,14872,51.99,1 л,1000.0,0.0,0.0,0.0,0.0,1,5.0
Котлеты Петелинка По-Потелински со сладким перцем и сыром 500г,3446809,шт,1.0,4.77,2007,229.99,500 г,500.0,13.0,15.0,3.0,200.0,6,7.0
Шоколад Россия-щедрая душа Шоколадные пузырьки белый пористый 75г,4332386,шт,1.0,4.92,14330,76.99,75 г,75.0,4.9,31.0,62.0,545.0,3,6.67
"Чай травяной Honey Kid яблоко, липовый цвет и мелисса с 4 месяцев 85г",4092762,шт,1.0,4.92,4016,119.99,85 г,85.0,1.0,1.0,94.0,380.0,2,6.67
Чеснок Рестория сушеный 15г,4115013,шт,1.0,4.94,15076,39.99,15 г,15.0,21.0,3.5,64.0,370.0,1,8.33
Пирог домашний с творожной начинкой замороженный п/ф 100г,4278636,шт,1.0,4.92,58,39.99,100 г,100.0,7.0,10.0,48.0,310.0,4,7.0
Финики,2092230,кг,0.3,4.88,7966,,Цена за 100 г,300.0,2.5,0.5,69.0,292.0,4,8.0
Чеснок Фермерский 150г,51157,шт,1.0,4.87,1243,219.99,150 г,150.0,6.0,0.5,33.0,149.0,5,7.67
Напиток чайный Вкус & Польза гречишный 100г,4376327,шт,1.0,4.89,18,199.99,100 г,100.0,17.7,1.8,54.0,310.0,2,8.33
"Рис Селяночка круглозёрный шлифованный, 900г",3282573,шт,1.0,4.93,12345,,900 г,900.0,6.5,0.5,75.0,330.0,8,6.67
Ветчина Клинский Для тостов вареная нарезка 120г,3639626,шт,1.0,4.91,5316,119.99,120 г,120.0,16.0,2.0,0.0,80.0,4,5.67
Конфета протеиновая Вкус & Польза Миндальный брауни с ореховой начинкой 30г,4377949,шт,1.0,4.66,398,,30 г,30.0,14.6,9.1,61.5,386.0,7,6.67
Молочный коктейль Чудо Шоколад 3% БЗМЖ 0.2л,42876,шт,1.0,4.94,21747,,200 мл,200.0,3.0,3.0,15.5,101.0,4,7.0
Напиток Черноголовка Тархун 2л,3013417,шт,1.0,4.93,11390,119.99,2 л,2000.0,0.0,0.0,4.6,20.0,1,6.0
Салат Маслянистый в горшочке 1шт.,4123523,шт,1.0,4.86,1816,159.99,200 г,200.0,1.0,1.0,1.0,15.0,8,4.0
Картофель Global Village Selection фри быстрозамороженный 700г,4195192,шт,1.0,4.9,5297,,700 г,700.0,2.6,2.8,22.7,130.0,6,6.67
Апельсины Global Village Навелин,4378095,кг,1.6,4.85,20,249.99,Цена за 1 кг,1600.0,0.9,0.2,8.1,36.0,8,8.0
Паста Болоньезе Пятерочка Кафе 250г,4364664,шт,1.0,4.87,1258,159.99,250 г,250.0,4.7,5.0,20.5,146.0,3,8.0
Колбаски МясоТакМясо Кнуты классические сырокопченые полусухие 60г,4332173,шт,1.0,4.86,13283,109.99,60 г,60.0,24.0,43.0,1.0,487.0,5,5.0
Сыр Вкус & Польза Моцарелла 45% БЗМЖ 225г,4361171,шт,1.0,4.89,3598,,225 г,225.0,16.0,18.0,3.0,238.0,5,8.0
Паштет из шампиньонов Грибная Кухня 230г,3648674,шт,1.0,4.83,3105,159.99,230 г,230.0,7.0,19.0,0.8,200.0,3,5.0
Чебурек Твистер's band Чебурито с мясом замороженный 85г,4009387,шт,1.0,4.89,17809,32.99,85 г,85.0,9.0,14.0,31.5,288.0,3,5.67
Молоко Станция Молочная пастеризованное 2.5% БЗМЖ 900мл,4066122,шт,1.0,4.92,32187,74.99,900 мл,900.0,3.0,2.5,4.7,53.0,7,8.0
Уксус Рестория яблочный 6% 500мл,4302538,шт,1.0,4.92,5289,60.99,500 мл,500.0,0.0,0.0,0.0,0.0,1,6.33
Майонез Селяночка Провансаль 67% 420мл,3698912,шт,1.0,4.94,17409,99.99,420 мл,420.0,0.4,67.0,2.0,610.0,2,3.0
Конфеты Бабаевский Белочка 200г,3611868,шт,1.0,4.89,1963,,200 г,200.0,7.5,31.0,55.0,540.0,2,3.33
Напиток Rich Чай зеленый со вкусом манго 1.5л,4356455,шт,1.0,4.9,2206,149.99,1.5 л,1500.0,0.0,0.0,8.2,33.0,1,6.67
Гречка ядрица Селяночка быстроразваривающаяся пропаренная 900г,3667232,шт,1.0,4.92,17810,95.99,900 г,900.0,12.6,2.6,68.0,329.0,8,7.67
Пряник Зерница Тульский с черносмородиновой начинкой 140г,4195425,шт,1.0,4.87,4371,,140 г,140.0,6.0,6.5,73.0,370.0,2,6.67
Леденцы Бон Пари Фруктовый Микс 500г,2163162,шт,1.0,4.95,4368,,500 г,500.0,0.0,0.0,95.0,386.0,2,4.33
Конфеты Konti Золотая лилия,78005698,кг,0.2,4.94,13244,49.49,Цена за 100 г,200.0,3.5,28.0,60.0,500.0,2,3.0
Сок Сады Придонья яблоко-вишня для детского питания 1л,80181,шт,1.0,4.93,12107,,1 л,1000.0,0.0,0.0,11.5,46.0,2,8.0
Соус соевый Sen Soy классический 250мл,2164566,шт,1.0,4.93,8412,87.99,250 мл,250.0,2.5,0.0,13.0,60.0,3,8.0
Жевательная резинка Orbit Сладкая мята подушечки 13.6г,15212,шт,1.0,4.93,14635,36.99,14 г,14.0,0.0,0.0,65.0,160.0,1,3.67
Смесь сухая Maggi На второе для сочной курицы с чесноком 38г,2138608,шт,1.0,4.94,8029,99.99,38 г,38.0,6.4,3.4,54.0,291.0,1,6.0
Чай Бабушкино лукошко детский травяной Ромашка 20x1г,2166740,шт,1.0,4.9,1726,142.99,20 г,20.0,0.0,0.0,0.0,1.0,2,10.0
Масса творожная Ростагроэкспорт Особая с изюмом 23% БЗМЖ 180г,3407477,шт,1.0,4.91,8741,129.99,180 г,180.0,7.7,20.7,31.6,344.0,3,8.0
Колбаса Ремит Trio mio сырокопченая в нарезке ассорти 100г,3648372,шт,1.0,4.92,5611,,100 г,100.0,23.0,40.0,0.0,450.0,4,7.0
Батончик шоколадный Mars Max с нугой и карамелью в молочном шоколаде 81г,3389812,шт,1.0,4.94,15427,78.99,81 г,81.0,4.1,17.4,69.6,454.0,2,5.0
Бургер Мираторг Классический из мраморной говядины охлажденный 300г,4299868,шт,1.0,4.82,2869,,300 г,300.0,12.0,35.0,0.0,360.0,6,6.33
Ряженка Станция Молочная 3.2% БЗМЖ 430г,3994292,шт,1.0,4.93,12194,61.99,430 г,430.0,3.0,3.2,4.6,60.0,6,8.0
Фисташки Mixbar жареные соленые 100г,3977825,шт,1.0,4.89,3964,272.99,100 г,100.0,22.0,52.0,17.0,620.0,7,8.33
Шоколад Alpen Gold молочный Клубнично-йогуртовая начинка 80г,4329953,шт,1.0,4.94,23917,81.99,80 г,80.0,3.9,33.0,59.0,552.0,3,5.0
Молоко Простоквашино безлактозное ультрапастеризованное 1.5% БЗМЖ 0.97л,4045383,шт,1.0,4.91,5505,137.99,970 мл,970.0,3.0,1.5,4.7,44.0,3,8.0
Оладьи оладушки С Пылу С Жару 280г,3371860,шт,1.0,4.86,1848,,280 г,280.0,6.0,4.0,40.0,200.0,5,6.67
Батончик фруктово-ореховый Вкус & Польза Яблоко-корица 35г,4375480,шт,1.0,4.85,477,,35 г,35.0,7.0,12.0,49.0,340.0,5,7.67
Капуста тушеная с сосисками Пятерочка Кафе 250г,4372194,шт,1.0,4.76,2187,159.99,250 г,250.0,2.9,5.9,8.8,99.9,3,6.0
Пирожное Mirel Эклер с белковым кремом 5х32г,4360509,шт,1.0,4.9,4424,179.99,160 г,160.0,5.3,19.5,36.1,341.0,2,4.0
Сахар Чайкофский белый кусковой 250г,3674316,шт,1.0,4.92,4285,45.99,250 г,250.0,0.0,0.0,100.0,400.0,3,2.0
Кинза Global Village 100г,76435,шт,1.0,4.83,2157,181.99,100 г,100.0,2.1,0.5,3.7,23.0,7,8.33
Вишня Вкус & Польза вяленая 150г,4377961,шт,1.0,4.85,221,299.99,150 г,150.0,1.5,0.0,73.0,298.0,7,7.67
Чай зеленый Greenfield Green melissa 25х1.5г,2070243,шт,1.0,4.94,5224,,25 шт,-1.0,0.0,0.0,0.0,0.0,2,8.0
Сухарики Три корочки Семга и сыр 60г + соус тартар 25мл,3014253,шт,1.0,4.93,28694,39.99,88 г,88.0,10.0,10.0,65.0,390.0,2,3.33
Сыр Hochland Grunlander Чеддер полутвердый нарезка 50% БЗМЖ 130г,4297132,шт,1.0,4.89,1645,,130 г,130.0,23.5,30.5,0.0,369.0,5,7.67
Рис круглозернистый шлифованный 900г,3231277,шт,1.0,4.91,17505,59.99,900 г,900.0,7.0,1.0,71.0,321.0,8,7.0
"Мини-круассаны Шарлиз с варёной сгущёнкой, 200г",3900909,шт,1.0,4.92,8099,,200 г,200.0,7.0,26.0,46.0,446.0,1,5.33
Соль Рестория Вкусная со специями 400г,4332043,шт,1.0,4.91,2115,109.99,400 г,400.0,0.5,0.3,1.2,10.0,2,8.0
Заправка Maggi для борща свекольно-томатная пастеризованная 250г,2138599,шт,1.0,4.94,10488,108.99,250 г,250.0,1.9,0.77,19.0,99.0,1,7.0
Напиток энергетический Flash Up Max 1л,3963457,шт,1.0,4.93,18740,119.99,1 л,1000.0,0.0,0.0,12.0,50.0,1,4.67
Креветки Fish House средние 500г,3635799,шт,1.0,4.75,3876,534.99,500 г,500.0,17.0,1.0,1.0,80.0,7,8.67
Какао-порошок Золотой Ярлык 100г,7006,шт,1.0,4.93,7963,,100 г,100.0,24.0,15.0,10.0,350.0,2,8.0
Смесь Mix Bar Коктейль сухофрукты и орехи 150г,3992940,шт,1.0,4.89,3896,239.99,150 г,150.0,7.6,13.9,65.1,416.0,4,7.33
"Плитки шоколада Коркунов молочный, темный, молочный с дробленым фундуком 87г",4293140,шт,1.0,4.92,2891,219.99,87 г,87.0,6.7,32.7,51.5,538.0,2,6.33
Полосатик Fish House желтый сушено-вяленый 40г,4288003,шт,1.0,4.9,16579,76.99,40 г,40.0,41.3,1.0,20.4,256.0,4,5.33
Масло Вкус & Польза кунжутное нерафинированное 250мл,4378788,шт,1.0,4.98,44,299.99,250 мл,250.0,0.0,99.8,0.0,898.0,8,7.33
Напиток Красная цена Дюшес 2л,3479664,шт,1.0,4.93,29066,45.99,2 л,2000.0,0.0,0.0,0.0,0.4,1,5.33
Масло сладкосливочное Экомилк Традиционное 82.5% БЗМЖ 180г,4113532,шт,1.0,4.93,18212,,180 г,180.0,0.6,82.5,0.8,750.0,5,8.67
Корица Kotanyi молотая 25г,88769,шт,1.0,4.93,5135,75.99,25 г,25.0,4.0,1.0,81.0,247.0,1,8.0
Мука Makfa высшего сорта 2кг,91304,шт,1.0,4.95,22136,129.99,2 кг,2000.0,12.0,1.1,70.6,340.0,5,8.33
Халва Красная цена Подсолнечная 250г,3282750,шт,1.0,4.92,20281,39.99,250 г,250.0,13.0,37.0,43.0,550.0,2,7.0
Сырок творожный Ростагроэкспорт с ванилином 16.5% БЗМЖ 90г,3407480,шт,1.0,4.93,6557,63.99,90 г,90.0,9.7,16.5,28.0,299.0,3,8.0
Лук Шалот,48699,кг,0.5,4.83,94,129.99,Цена за 1 кг,500.0,2.5,0.1,13.6,72.0,8,8.33
Сметана Станция Молочная 15% БЗМЖ 300г,4025408,шт,1.0,4.92,15242,77.99,300 г,300.0,2.6,15.0,4.0,160.0,7,8.0
Паста Санта Бремор Антарктик криль классический из морепродуктов 150г,3463947,шт,1.0,4.92,8630,133.99,150 г,150.0,4.6,40.6,5.7,407.0,8,3.0
Салат Трио латук в горшочке 260г,3685571,шт,1.0,4.86,1491,169.99,260 г,260.0,1.3,0.3,0.2,12.0,8,8.0
Вафли Яшкино в шоколадной глазури 200г,2126653,шт,1.0,4.93,10512,89.99,200 г,200.0,5.5,30.0,58.0,520.0,2,5.33
Имбирь Kotanyi молотый 15г,3368500,шт,1.0,4.92,2273,,15 г,15.0,7.4,3.3,60.0,316.0,1,8.0
Салат Фермерский с салями Пятерочка Кафе 200г,4287271,шт,1.0,4.78,4132,139.99,200 г,200.0,3.9,18.6,9.0,219.0,3,4.0
Напиток Добрый Cola со вкусом ванили газированный 1.5л,4283429,шт,1.0,4.9,5396,119.99,1.5 л,1500.0,0.0,0.0,4.9,20.0,1,2.67
Соус соевый Sen Soy Классический 1л,3072579,шт,1.0,4.91,4734,145.99,1 л,1000.0,3.5,0.0,11.0,58.0,3,5.67
Шоколад Россия-Щедрая Душа молочный 82г,4121223,шт,1.0,4.93,14276,65.99,82 г,82.0,6.5,30.0,59.0,539.0,3,6.67
Смесь овощная Мираторг Итальянская замороженная 400г,3415969,шт,1.0,4.89,4016,223.99,400 г,400.0,2.7,0.0,7.01,41.1,6,8.33
Перец черный Красная цена молотый 20 г,3374968,шт,1.0,4.93,22770,9.99,20 г,20.0,0.0,0.0,0.0,0.0,1,9.0
Слойка с сосиской замороженная п/ф 90г,3474487,шт,1.0,4.83,41,45.99,90 г,90.0,7.0,19.0,36.0,340.0,2,4.0
Конфеты КФ Крупской Сказки Перро 200г,97176,шт,1.0,4.91,1715,175.99,200 г,200.0,6.4,29.9,59.7,533.0,2,5.67
Жевательный мармелад Mixbar фруктово-ягодный в ассортименте 70г,3978871,шт,1.0,4.91,11130,,70 г,70.0,5.5,0.2,73.0,320.0,2,6.33
Чебурек Богатырь с мясом Жаренки 180г,3680892,шт,1.0,4.88,7266,97.99,180 г,180.0,9.3,14.5,31.7,294.0,3,5.67
Жевательная резинка Dirol Мята без сахара 13.6г,3257582,шт,1.0,4.93,11948,,14 г,14.0,0.5,0.7,69.0,181.0,1,3.0
Булгур Global Village 450г,4003803,шт,1.0,4.94,7403,98.99,450 г,450.0,14.2,1.1,69.1,351.7,8,8.0
